tileName,tileIndexX,tileIndexY,tileType,tileSize,tileScale,tileLayer,textureId,topTextureRectL,topTextureRectT,bottomTextureRectL,bottomTextureRectT
"Tile(0, 0)",0,0,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 1)",0,1,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 2)",0,2,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 3)",0,3,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 4)",0,4,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 5)",0,5,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 6)",0,6,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 7)",0,7,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 8)",0,8,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 9)",0,9,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 10)",0,10,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 11)",0,11,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 12)",0,12,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 13)",0,13,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 14)",0,14,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 15)",0,15,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 16)",0,16,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 17)",0,17,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 18)",0,18,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 19)",0,19,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 20)",0,20,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 21)",0,21,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 22)",0,22,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 23)",0,23,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 24)",0,24,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 25)",0,25,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 26)",0,26,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 27)",0,27,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 28)",0,28,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 29)",0,29,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 30)",0,30,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 31)",0,31,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 32)",0,32,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 33)",0,33,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 34)",0,34,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 35)",0,35,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 36)",0,36,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 37)",0,37,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 38)",0,38,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 39)",0,39,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 40)",0,40,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 41)",0,41,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 42)",0,42,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 43)",0,43,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 44)",0,44,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 45)",0,45,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 46)",0,46,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 47)",0,47,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 48)",0,48,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 49)",0,49,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 50)",0,50,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 51)",0,51,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 52)",0,52,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 53)",0,53,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 54)",0,54,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 55)",0,55,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 56)",0,56,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 57)",0,57,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 58)",0,58,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 59)",0,59,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 60)",0,60,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 61)",0,61,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 62)",0,62,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 63)",0,63,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 64)",0,64,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
"Tile(0, 65)",0,65,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496
